pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,st_spectype,pl_period,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec,sy_dist
HD 115954 b,HD 115954,1,1,Radial Velocity,2021,Haute-Provence Observatory,G5 V,3465,4.765,,0.472,0.06,145,5957,1.21,1.18,199.9853694,38.3691383,87.6437
HD 140901 b,HD 140901,1,2,Radial Velocity,2022,Multiple Observatories,,9.02378,0.085,,0.472,,,,,0.99,236.8689866,-37.9172333,15.2528
HATS-32 b,HATS-32,1,1,Transit,2016,HATSouth,,2.812654,0.04024,13.033,0.471,614.59,1353.5,5700,1.1,1.1,346.0750861,-21.2720168,745.116
K2-18 c,K2-18,1,2,Radial Velocity,2017,La Silla Observatory,,8.962,0.06,,0.47,,363,3457,0.41,0.36,172.560141,7.5878315,38.0266
HD 181433 d,HD 181433,1,3,Radial Velocity,2008,La Silla Observatory,K3 IV,2468.46,3.29347,,0.469,,,4962,0.81,0.78,291.2873731,-66.4677838,26.8762
HD 147018 b,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,G9 V,44.236,0.2388,,0.4686,,,5441,,0.93,245.7490012,-61.6901291,40.4256
HD 66428 b,HD 66428,1,2,Radial Velocity,2005,W. M. Keck Observatory,,2269.81726,3.425,,0.465,,,5716,1.145,1.05,120.8691654,-1.1636019,53.2817
HD 154857 b,HD 154857,1,2,Radial Velocity,2004,Anglo-Australian Telescope,G5 V,408.60001,1.29,,0.46,,,5604.56,2.27,1.72,257.816194,-56.681038,63.4482
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,Haute-Provence Observatory,G5,1363.65,2.287,,0.456,,,5560,0.85,0.855,69.4681379,60.6762985,30.9939
HD 125612 b,HD 125612,2,3,Radial Velocity,2007,W. M. Keck Observatory,G3 V,557.69994,1.37,,0.4553,,,5898.5,1.05,1.1,215.2227183,-17.4818147,57.6207
HD 105618 b,HD 105618,1,2,Radial Velocity,2022,Multiple Observatories,,10.02245,0.091,,0.455,,,,,1.01,182.4021288,11.2115695,70.0837
iot Dra c,iot Dra,1,2,Radial Velocity,2022,La Silla Observatory,K2 III,25000,19.4,,0.455,,,4504,11.79,1.54,231.2323227,58.9661403,31.32832
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,Lick Observatory,G8 IV,4705.5,5.32,,0.4549,,,5590.915,1.2,1.035,344.5647243,-2.3954489,20.0619
K2-264 c,K2-264,1,2,Transit,2018,K2,M2.5 V,19.661976,0.11283,2.719,0.45,,328.5,3620,0.47,0.485,131.3583524,19.698401,185.605
HD 134060 b,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,G3 IV,3.2696,0.0444,,0.45,,,5966,,1.09,227.6847587,-61.4223747,24.0125
HD 68988 c,HD 68988,1,2,Radial Velocity,2021,Multiple Observatories,,16000,13.2,,0.45,,,5883.41,1.26,1.17,124.5935429,61.4608518,60.8447
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,Multiple Observatories,M0.5-1.0 V,140.43,0.422,,0.45,0.28,202,3728,0.5,0.51,202.5040424,10.3725387,7.61778
TIC 279401253 b,TIC 279401253,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,76.8,0.369,11.209,0.448,,,5951,1.06,1.13,57.6572277,-15.0262251,285.584
4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,K1 III,269.785,0.8735,,0.4425,,,4415,18.11,1.23,130.0528099,64.3280504,73.4603
HD 10975 b,HD 10975,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,K0 III,283.8,0.95,,0.442,,,4840,11.16,1.41,27.1628025,37.9527542,116.506
HD 111232 c,HD 111232,1,2,Radial Velocity,2022,Multiple Observatories,G8 V,29286.22312,18.025,,0.442,,,5494,,0.895,192.2159553,-68.4246679,28.9571
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,Anglo-Australian Telescope,G2 V,1214,2.37,,0.44,,,5808,1.565,1.21,54.8491271,-60.077229,93.8555
GJ 96 b,GJ 96,1,1,Radial Velocity,2018,Haute-Provence Observatory,M2,73.94,0.291,,0.44,,,3785,,0.6,35.5624031,47.8802075,11.9315
K2-167 b,K2-167,1,1,Transit,2018,K2,,9.977906465,0.09545,2.282,0.44,300.96,1131,6037,1.48,1.02,336.5761233,-18.011665,80.8994
HIP 21152 b,HIP 21152,2,1,Imaging,2022,Multiple Observatories,F5 V,22500,17.25,,0.44,,1275,6655,,1.35,68.0205209,5.4100745,43.4073
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,Calar Alto Observatory,M5.5 V,203.64,0.3375,,0.4378,,,3081,0.14,0.12,130.3316616,59.4918364,9.48637
HAT-P-34 b,HAT-P-34,1,1,Transit,2011,HATNet,,5.452654,0.06772,13.9835,0.436,433.78,1395.5,6442,1.53,1.39,303.1954355,18.1047776,249.325
Wolf 1061 d,Wolf 1061,1,3,Radial Velocity,2015,La Silla Observatory,M3/3.5 V,142.24,0.33695,,0.435,0.06,,3367.5,0.31,0.27,247.5748276,-12.6676866,4.30592
TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),F8,11.2366,0.1038,13.0675,0.435,37.63,971,6295,1.28,1.18,144.1193594,-50.4630933,141.812
WASP-162 b,WASP-162,1,1,Transit,2018,SuperWASP-South,K0,9.6246665,0.0871,11.7635,0.434,121.92,917.5,5386.5,1.155,0.95,168.2929079,-17.6577794,310.841
NGTS-20 b,NGTS-20,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),G1 IV,54.25519615,0.313,11.8145,0.432,6.76,568.5,6093.5,1.8,1.47,46.2926368,-21.9336472,382.898
TOI-269 b,TOI-269,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),M2 V,3.697717075,0.0345,2.8435,0.425,19.095,532.5,3560.5,0.4,0.39,75.8462827,-54.1777213,57.0225
HD 145675 c,14 Her,1,2,Radial Velocity,2021,Multiple Observatories,,20366.22945,14.162,,0.4215,,,5314.94,1,0.94,242.6021014,43.8163621,17.9323
HD 72892 b,HD 72892,1,1,Radial Velocity,2016,Multiple Observatories,G5 V,39.460515,0.228,,0.421,,,5688,1.22,1.015,128.7195554,-14.4574311,69.7311
HD 213240 b,HD 213240,2,1,Radial Velocity,2001,La Silla Observatory,G0/1 V,882.70001,1.92,,0.4201,,,5975,1.51,1.22,337.7506266,-49.4341037,40.8707
HD 177830 c,HD 177830,2,2,Radial Velocity,2010,W. M. Keck Observatory,,111.0315,0.50485,,0.42,,,4846.97,3.1,1.395,286.3363574,25.9204327,62.7674
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,OGLE,,1165,2.105,,0.42,,,,,0.885,269.717926,-27.6135559,6755
HIP 75092 b,HIP 75092,1,1,Radial Velocity,2021,Multiple Observatories,K0 III,926.4,2.02,,0.42,,,4891,4.53,1.28,230.1724206,-25.9910525,81.6696
TOI-622 b,TOI-622,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),F6 V,6.40252055,0.0708,9.329,0.42,515.595,1328,6728,1.415,1.31,125.3050544,-46.4842959,123.297
HD 213519 b,HD 213519,1,1,Radial Velocity,2022,Multiple Observatories,,11.12214,0.099,,0.413,,,,,1.05,337.7727845,45.1452472,41.0014
HD 99706 c,HD 99706,1,2,Radial Velocity,2018,W. M. Keck Observatory,,1278,,,0.411,,,,,1.72,172.1261621,43.9662025,146.6
HD 141937 b,HD 141937,1,1,Radial Velocity,2002,La Silla Observatory,G2/G3 V,653.22,1.5,,0.41,,,5879,1.01,1.09,238.0735585,-18.4359716,33.3622
HD 85390 b,HD 85390,1,1,Radial Velocity,2009,La Silla Observatory,,788,1.52,,0.41,,,5186,0.8,0.76,147.5105663,-49.7905254,33.5225
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,Anglo-Australian Telescope,,363.200005,1.02,,0.41,,,5989.5,1.49,1.225,84.2605324,-73.6998131,38.0615
Kepler-88 d,KOI-142,1,3,Radial Velocity,2020,W. M. Keck Observatory,,1403,,,0.41,,,5466,0.9,0.99,291.1481028,40.669413,376.863
HD 96992 b,HD 96992,1,1,Radial Velocity,2021,Multiple Observatories,,514,1.24,,0.41,,,4725,7.43,0.96,167.5966158,43.9189897,396.082
HD 206893 c,HD 206893,1,2,Imaging,2022,European Southern Observatory,F5 V,2090,3.53,16.365,0.41,,1182,,,1.32,326.3416874,-12.7833522,40.7583
Wolf 503 b,Wolf 503,1,1,Transit,2018,K2,K3.5 V,6.00127,0.0571,2.043,0.4095,67.15,790,4716,0.69,0.69,206.8461979,-6.1393369,44.526
HD 92788 c,HD 92788,1,2,Radial Velocity,2019,La Silla Observatory,G6 V,9985.64875,9.38,,0.4075,,,5723.125,1.15,1.115,160.7021351,-2.1847173,34.6538
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,Haute-Provence Observatory,F8,218.47,0.74,,0.404,,,5960,,1.13,351.6534162,56.8871415,64.6498
TOI-2025 b,TOI-2025,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),,8.872078,0.0906,11.985,0.402,343.72,1166,5977,1.48,1.26,282.7952558,82.2454143,335.985
HD 110537 b,HD 110537,1,1,Radial Velocity,2022,Multiple Observatories,,24469.67342,16.714,,0.401,,,,,1.02,190.7462412,-4.0501059,45.0858
HD 70573 b,HD 70573,1,1,Radial Velocity,2007,La Silla Observatory,G1-1.5 V,851.8,1.76,,0.4,,,5737,,1,125.7079153,1.8591088,59.182
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,McDonald Observatory,K2 III,745.700005,1.91,,0.4,,,4143.5,51.615,5.225,348.9259334,58.0432233,933.377
HD 219415 b,HD 219415,1,1,Radial Velocity,2012,McDonald Observatory,K0 III,2093.3,3.2,,0.4,,,4820,2.9,1,348.7243579,56.7303001,165.184
psi1 Dra B b,psi1 Dra B,3,1,Radial Velocity,2015,McDonald Observatory,G0 V,3117,4.43,,0.4,,,6212,,1.19,265.4925754,72.1557114,22.7188
HD 21411 b,HD 21411,1,1,Radial Velocity,2019,Las Campanas Observatory,G8 V,84.288,0.362,,0.4,,,5605,,0.89,51.5474155,-30.6168403,29.1328
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,,74.2,0.3,,0.4,,,4550,0.64,0.65,278.3688659,-11.6370481,27.1665
GJ 687 c,GJ 687,1,2,Radial Velocity,2020,Multiple Observatories,,727.562,1.165,,0.4,,,,,0.4,264.1041731,68.3336741,4.54939
Kepler-1708 b,Kepler-1708,1,1,Transit,2021,Kepler,,737.1131,1.64,9.96,0.4,0.56,,6157,1.12,1.09,296.8241065,43.6248197,1666.69
b Cen AB b,b Cen A,2,1,Imaging,2021,Paranal Observatory,B2.5 V,1790000,556,,0.4,,,,,5.5,220.4897992,-37.7936323,98.0935
AB Aur b,AB Aur,1,1,Imaging,2022,Subaru Telescope,,,93.9,,0.4,,,9770,,2.4,73.9410446,30.5510888,162.127
HD 174205 b,HD 174205,1,1,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory,K2,582,1.7,,0.4,,,4308,26.6,1.8,280.7932014,70.7928237,234.027
HD 217786 c,HD 217786,2,2,Radial Velocity,2022,Multiple Observatories,,2.52221,0.038,,0.399,,,,,1.14,345.7838088,-0.4303594,55.4847
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,,116.6887,0.4805,,0.39895,,,5495,1.905,1.09,202.1064898,13.7763085,17.9011
HD 117618 b,HD 117618,1,1,Radial Velocity,2004,Anglo-Australian Telescope,G2 V,25.8135,0.173,,0.395,,,5983.5,1.19,1.09,203.1066418,-47.2719049,37.7781
GJ 9066 c,GJ 9066,1,1,Radial Velocity,2020,Multiple Observatories,M4.5 V,769.6235,0.875,,0.395,,,3154,0.16,0.15,30.0588307,13.0443172,4.471
HD 114082 b,HD 114082,1,1,Radial Velocity,2022,La Silla Observatory,F3 V,109.75,0.5109,11.209,0.395,,,6651,1.49,1.47,197.3171237,-60.3084347,95.3906
HD 181433 b,HD 181433,1,3,Radial Velocity,2008,La Silla Observatory,K3 IV,9.3744,0.08005,,0.3922,,,4945.815,0.8,0.78,291.2873731,-66.4677838,26.8762
HD 156098 c,HD 156098,1,2,Radial Velocity,2022,Multiple Observatories,,7841.5839,8.415,,0.391,,,,,1.29,259.264687,-32.6630768,48.249
HATS-10 b,HATS-10,1,1,Transit,2015,HATSouth,,3.312846,0.04492,10.862,0.3905,,1407,5880,1.1,1.1,294.3068385,-22.2044872,534.889
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,,9456.5,8.395,,0.39,,,,,0.69,169.3162193,17.9615717,305.684
BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021,Haute-Provence Observatory,G0,723.2,1.48,,0.39,,,5040,,0.81,347.7108441,0.4085612,42.6402
HD 75302 b,HD 75302,1,1,Radial Velocity,2023,La Silla Observatory,G5 V,4356,5.3,,0.39,,,,,1.06,132.3015641,3.4850141,30.3288
HD 94771 b,HD 94771,1,1,Radial Velocity,2023,La Silla Observatory,G3/G5 V,2164,3.48,,0.39,0.27,,5631,1.9,1.2,163.9746776,-35.1145225,57.7807
TOI-615 b,TOI-615,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),F2 V,4.6616031,0.0678,19.0655,0.39,1307.815,1674,7143.5,1.715,1.45,133.4086892,-40.543701,360.408
HD 35759 b,HD 35759,1,1,Radial Velocity,2016,Haute-Provence Observatory,G0,82.467,0.389,,0.389,,,6060,,1.15,82.8886636,64.3183753,71.2423
GJ 680 b,GJ 680,2,1,Radial Velocity,2022,Multiple Observatories,,17281.66514,10.138,,0.381,,,,,0.46,263.8072214,-48.6788427,9.67315
TOI-172 b,TOI-172,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),,9.477055,0.0914,10.313,0.3806,230.485,1095.5,5723.4,1.785,1.13,316.6318791,-26.6928654,342.831
HD 74156 c,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,G0,2448.75,3.82,,0.38025,,,6022.5,1.51,1.24,130.6047813,4.5772338,57.603
HD 82943 c,HD 82943,1,2,Radial Velocity,2003,La Silla Observatory,,219.4,0.747,,0.38,,,5935,1.18,1.08,143.7114034,-12.1302976,27.5902
42 Dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,K1.5 III,479.1,1.19,,0.38,,,4200,22.03,0.98,276.4975053,65.5633652,90.6545
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,Haute-Provence Observatory,G8-K0,43.6,0.23,,0.38,,,5294,0.95,0.83,97.3058709,10.9336212,34.8541
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,McDonald Observatory,K0,148.600005,0.6095,,0.38,,,4639,11.165,1.085,343.2665641,44.4777303,376.233
HATS-41 b,HATS-41,1,1,Transit,2018,HATSouth,,4.193649,0.0583,13.2255,0.38,1300.31,1621,6424,1.71,1.5,103.5173558,-27.0504156,737.668
TOI-5293 A b,TOI-5293 A,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),M3+/-1,2.93036305,0.034,11.8965,0.38,33.245,668.5,3639,0.51,0.54,355.828682,-2.0450945,162.229
WASP-150 b,WASP-150,1,1,Transit,2020,SuperWASP-North,F8,5.6442072,0.0694,11.72,0.3775,854.71,1419.5,6218,1.65,1.39,264.2630197,53.0212751,527.995
HD 12235 b,HD 12235,1,2,Radial Velocity,2022,Multiple Observatories,,4.36305,0.054,,0.376,,,,,1.1,30.0391601,3.0959098,31.7627
HD 113538 b,HD 113538,1,2,Radial Velocity,2010,La Silla Observatory,K9 V,463.25,0.975,,0.375,,,4573.5,0.59,0.64,196.233933,-52.4463502,16.2817
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),,99.36,0.39665,,0.375,,375,5280.5,0.875,0.845,8.7401487,4.3807215,47.2899
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,,603.95116,1.0304,,0.373,,,,,,62.3228353,-53.3711768,15.1285
HD 199509 b,HD 199509,1,1,Radial Velocity,2022,Multiple Observatories,,99.62167,0.426,,0.373,,,,,1.04,317.3445632,-82.0274926,24.3056
HD 183263 b,HD 183263,1,2,Radial Velocity,2004,W. M. Keck Observatory,G2 IV,626.5,1.508,,0.3728,,,5871.495,1.29,1.06,292.1022982,8.3579183,54.1955
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,La Silla Observatory,,118.45,0.46,,0.37,,,5399,0.93,0.82,343.9748751,-26.6595286,36.6625
HD 204941 b,HD 204941,2,1,Radial Velocity,2011,La Silla Observatory,,1733,2.555,,0.37,,,5041,0.75,0.66,323.0966714,-20.957957,28.7165
HD 113337 b,HD 113337,1,2,Radial Velocity,2013,Haute-Provence Observatory,F6 V,320.793195,0.971,,0.37,,,6675.3,1.5,1.405,195.4438496,63.610328,36.18
HD 233832 b,HD 233832,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,,3052.5,3.6325,,0.37,,,4976.37,0.71,0.765,171.5196515,50.3763099,58.742
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,Calar Alto Observatory,M4.0,13.352,0.082,,0.37,,,3387,0.41,0.41,336.3221454,59.412503,21.3362
HAT-P-2 c,HAT-P-2,1,2,Radial Velocity,2023,Multiple Observatories,,8500,,,0.37,,,,,1.33,245.1514324,41.0479601,127.774
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,Multiple Observatories,,262.61931,0.8275,,0.3689,,,5658.09,1.2,1.045,31.1423525,25.4135632,37.8478
TOI-2180 b,TOI-2180,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),G5,260.1740061,0.828,11.32,0.3683,3.345,354,5695,1.64,1.11,277.94363,56.6506789,116.685
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,K0 V,1766.41,2.81,,0.3682,,,5297.47,1,0.91,242.6021014,43.8163621,17.9323
HAT-P-54 b,HAT-P-54,1,1,Transit,2015,HATNet,,3.79985315,0.041195,11.3,0.367,22.2,711,4390,0.64,0.65,99.8979924,25.4824005,143.651
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,,41.38,0.166,,0.366,,,3287,0.36,0.34,175.4326081,42.7515862,11.0143
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,K2 V,5096.77122,5.405,,0.366,,,,,0.805,65.1975693,-59.4096776,43.8214
HD 99706 b,HD 99706,1,2,Radial Velocity,2011,W. M. Keck Observatory,,868,2.13,,0.365,,,4891,5.52,1.7,172.1261621,43.9662025,146.6
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,K7 V,51.2125,0.23635,2.63,0.365,,309,4162.965,0.675,0.67,167.7745044,30.4451688,11.8893
Gl 49 b,Gl 49,2,1,Radial Velocity,2019,Multiple Observatories,M1.5 V,13.8508,0.0905,,0.363,,,3805,0.51,0.52,15.6687321,62.3454386,9.8528
HIP 55507 b,HIP 55507,1,1,Radial Velocity,2022,Multiple Observatories,,5138.43727,5.062,,0.362,,,,,0.65,170.5227246,46.907803,25.4893
TOI-1736 c,TOI-1736,1,2,Radial Velocity,2023,Haute-Provence Observatory,,570.1,1.381,,0.362,,249,5807,1.15,1.08,43.4344615,69.101345,88.9482
HD 187085 b,HD 187085,1,1,Radial Velocity,2006,Anglo-Australian Telescope,G0 V,1002.87,2.075,,0.3605,,,6096,1.27,1.205,297.3915731,-37.7809929,45.8993
HD 100777 b,HD 100777,1,1,Radial Velocity,2007,La Silla Observatory,G8 V,383.7,1.03,,0.36,,,5557.5,1.04,1.01,173.9646303,-4.7555425,49.5336
HD 137388 b,HD 137388,1,1,Radial Velocity,2011,La Silla Observatory,,330,0.89,,0.36,,,5210.5,0.85,0.77,233.915082,-80.2044169,40.4841
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,Multiple Observatories,K0 V,8.4783,0.07703,,0.36,88.9,860,5261,0.87,0.85,8.7401487,4.3807215,47.2899
HD 75784 c,HD 75784,1,2,Radial Velocity,2018,W. M. Keck Observatory,G5,5040,6.46,,0.36,,,4867,3.4,1.26,133.0992289,13.2330548,85.4321
HD 20003 b,HD 20003,1,2,Radial Velocity,2019,La Silla Observatory,G8 V,11.8482,0.0974,,0.36,,,5494,,0.88,46.9090081,-72.3219221,41.8316
HD 112300 b,HD 112300,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,M1 III,466.63,1.33,,0.36,,,3657,65.8,1.4,193.8988441,3.3972376,62.07324
HD 171238 b,HD 171238,1,1,Radial Velocity,2009,La Silla Observatory,G8 V,1523,2.54,,0.358,,,5453.5,1.01,0.94,278.6818389,-28.0727849,44.8113
HD 149806 b,HD 149806,1,1,Radial Velocity,2022,Multiple Observatories,,16521.52778,12.404,,0.357,,,,,0.93,249.2855187,0.2546794,20.2727
HD 97037 b,HD 97037,1,1,Radial Velocity,2022,Multiple Observatories,,6449.08337,6.925,,0.357,,,,,1.06,167.5545621,-7.3901483,32.413
HD 114613 b,HD 114613,1,1,Radial Velocity,2014,Anglo-Australian Telescope,G4 IV,3913.5,5.25,,0.354,,,5685,2.14,1.315,198.0111842,-37.8028236,20.2836
WASP-148 c,WASP-148,1,2,Radial Velocity,2020,Haute-Provence Observatory,G,34.524,0.20725,,0.351,,590,5460,0.91,0.97,254.1305022,44.3025361,246.353
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,G4 IV,2136.1,3.716,,0.3506,,,5541,2.84,1.34,86.6451363,1.1675866,42.3538
HD 92788 b,HD 92788,1,2,Radial Velocity,2000,Multiple Observatories,G5 V,325.7615,0.955,,0.35,,,5744,1.125,1.09,160.7021351,-2.1847173,34.6538
HD 11977 b,HD 11977,1,1,Radial Velocity,2005,La Silla Observatory,,666.3,1.89,,0.35,,,4970,10.09,1.91,28.7347403,-67.6469871,67.9331
61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,G5 V,123.01,0.476,,0.35,,,5577,0.96,0.94,199.596455,-18.3157745,8.50332
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,G5 V,5.35227,0.0618,13.1125,0.35,,,5650,1.19,1.1,278.5246658,-6.0026026,732.409
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,Radial Velocity,2014,Multiple Observatories,K3 III,121.71,0.53,,0.35,,,4284,30.695,1.35,132.4866957,11.6924845,817.192
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,K0,2590,4.2,,0.35,,,4943,7.6,1.52,45.6406187,49.7299481,442.042
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,K0,535.59999,1.29,,0.35,,,4052.25,39,1.305,59.1510071,74.0800789,300.247
K2-280 b,K2-280,1,1,Transit,2018,K2,,19.89526,0.14745,7.67,0.35,,765.5,5742,1.28,1.07,291.5953596,-22.2477071,391.537
GJ 896 A b,GJ 896 A,2,1,Astrometry,2022,Very Long Baseline Array,M3.5 V,284.39,0.63965,,0.35,,,,,0.44,352.9700384,19.9370011,6.26022
TOI-1272 c,TOI-1272,1,2,Radial Velocity,2022,W. M. Keck Observatory,,8.689,0.0783,,0.35,,697,4985,0.79,0.85,199.1962036,49.8610591,137.572
K2-25 b,K2-25,1,1,Transit,2015,K2,M4.5,3.4845627,0.0287,3.43,0.349,9.705,471,3204,0.29,0.28,63.2739346,15.2477027,44.9565
HD 136118 b,HD 136118,1,1,Radial Velocity,2022,Multiple Observatories,F7 V,1189.298825,2.34,,0.347,,,6097,,1.195,229.7306046,-1.5922913,51.4359
HD 154088 b,HD 154088,1,1,Radial Velocity,2021,La Silla Observatory,K0 IV-V,18.56,0.134,,0.344,,,5374,,0.91,256.1164214,-28.5838342,18.2692
HAT-P-17 b,HAT-P-17,1,2,Transit,2010,HATNet,K,10.3385288,0.0882,11.355,0.342,65.68,792.5,5246,0.84,0.86,324.5359781,30.4881882,92.3831
HD 25015 b,HD 25015,1,1,Radial Velocity,2019,La Silla Observatory,K2 V,6134.427,6.248,,0.341,,,5160,0.83,0.86,59.4335463,-20.2673347,37.433
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,La Silla Observatory,G5 V,595.34999,1.3355,,0.34,,,5634.22,0.885,0.9,118.4209646,-63.6466892,35.1205
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,F6 V,388,1.1,,0.34,,,6250,,1.25,80.6378979,79.2318488,20.9531
HD 132406 b,HD 132406,1,1,Radial Velocity,2007,Haute-Provence Observatory,G0 V,974,1.98,,0.34,,,5766,1.345,1.03,224.2276121,53.3809615,70.7832
HD 153950 b,HD 153950,1,1,Radial Velocity,2008,La Silla Observatory,,499.399995,1.28,,0.34,,,6100,1.31,1.185,256.1292826,-43.3103753,48.4549
HD 102365 b,HD 102365,2,1,Radial Velocity,2010,Anglo-Australian Telescope,,122.1,0.46,,0.34,,,5630,,0.85,176.6208003,-40.4986211,9.2894
HATS-11 b,HATS-11,1,1,Transit,2016,HATSouth,G0,3.619167,0.04842,16.926,0.34,,1616.5,6060,1.46,1.06,289.4007603,-22.3900092,944.603
HD 107148 c,HD 107148,2,2,Radial Velocity,2021,Multiple Observatories,,18.3267,0.1407,,0.34,,,5752.92,1.17,1.11,184.8059773,-3.3199927,49.4156
HD 124330 b,HD 124330,1,1,Radial Velocity,2021,Haute-Provence Observatory,G4 IV,270.66,0.86,,0.34,,,5873,,1.15,212.8207093,54.4089731,60.1977
HD 109286 b,HD 109286,1,1,Radial Velocity,2021,Haute-Provence Observatory,G4 V,520.1,1.259,,0.338,0.71,259,5694,1.09,0.98,188.3958418,7.2809064,55.4156
TOI-1272 b,TOI-1272,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),,3.3159836,0.0412,4.3675,0.338,120.59,942,4978.85,0.8,0.85,199.1962036,49.8610591,137.572
HD 11506 b,HD 11506,1,3,Radial Velocity,2007,W. M. Keck Observatory,G0 V,1509.370085,2.654,,0.335,,,6055,1.34,1.215,28.2106607,-19.507396,51.261
V1298 Tau e,V1298 Tau,3,4,Transit,2019,K2,K1,44.1699,0.27445,8.74,0.335,10,492,5050,1.33,1.1,61.331654,20.1570318,108.199
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,Haute-Provence Observatory,G6 IV,2891.6,3.9625,,0.3337,,150,5550,1.17,0.98,300.9092476,29.894541,16.0069
HD 39194 d,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,K0 V,33.91,0.185,,0.333,,,5205,,0.67,86.129071,-70.1382377,26.4131
HD 28109 b,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),F8/G0 V,22.89101275,0.1357,2.379,0.3307,98.75,842.5,6220.5,1.43,1.26,65.2383065,-68.1026875,139.611
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015,Kepler,,411,0.92,,0.33,,,29564,0.2,0.48,294.6359173,46.0664076,396.332
51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,F0 IV,13326.5,13.2,,0.33,,700,7295,1.49,1.65,69.4007424,-2.4738245,29.7575
HD 133131 A b,HD 133131 A,2,3,Radial Velocity,2016,Las Campanas Observatory,G2 V,649,1.44,,0.33,,,5799,,0.95,225.8984524,-27.8431369,51.4736
HATS-51 b,HATS-51,1,1,Transit,2017,HATSouth,,3.34887025,0.04639,14.408,0.33,740.22,1441.5,5758,1.44,1.19,102.8474248,-29.0586551,389.57
